age,income,account_balance,visits_last_month,avg_session_minutes,purchased,gender_Male,gender_Other,product_type_Plus,product_type_Premium
50.0,71830.15,18327.89,1.0,13.74,0,False,False,False,False
51.0,73019.67,18094.68,2.0,11.7,0,False,False,False,True
26.0,66839.52,8908.1,3.0,12.62,0,True,False,False,False
70.0,61513.65,4685.03,2.0,22.12,0,True,False,True,False
70.0,62527.93,15491.85,4.0,11.04,0,True,False,False,False
47.0,50469.21,9318.44,3.0,22.13,0,True,False,True,False
76.0,64605.99,4537.71,0.0,19.45,1,False,True,True,False
55.0,58947.76,4872.43,2.0,12.31,1,False,False,False,True
74.0,71833.71,11078.97,3.0,17.3,0,True,False,False,False
77.0,45917.28,179.37,2.0,11.26,0,False,False,False,False
53.0,74711.8,4220.25,5.0,7.03,1,True,False,True,False
35.0,72864.38,1918.9,1.0,10.39,1,True,False,False,True
50.0,67168.74,16458.08,6.0,6.56,0,True,False,True,False
52.0,61215.9,18263.87,2.0,15.07,0,True,False,False,True
29.0,81046.8,31057.13,1.0,12.09,1,False,False,True,False
64.0,36707.97,3019.76,3.0,15.41,0,True,False,False,True
75.0,79209.07,9563.22,2.0,16.96,1,False,False,False,False
33.0,74860.75,22300.89,5.0,0.5,1,False,False,False,True
52.0,75667.53,13265.81,2.0,13.87,1,False,False,True,False
21.0,77666.25,12384.02,3.0,1.19,0,True,False,False,True
29.0,56927.11,28673.36,4.0,13.0,1,True,False,False,False
41.0,64810.8,12292.75,9.0,6.74,0,False,False,True,False
72.0,82741.17,5750.44,2.0,12.63,1,False,False,False,True
78.0,78612.78,4464.48,6.0,20.19,1,False,False,True,False
57.0,74134.26,17685.55,3.0,1.75,1,True,False,False,False
54.0,39713.6,17441.93,2.0,13.14,0,True,False,False,False
53.0,80757.74,4026.38,3.0,11.53,1,False,False,False,True
21.0,93389.42,7116.83,0.0,0.65,1,False,False,True,False
41.0,90193.43,19277.7,2.0,15.89,0,True,False,False,False
78.0,74677.56,19618.13,2.0,12.21,0,False,False,False,False
43.0,38846.43,9854.22,1.0,8.95,1,True,False,True,False
31.0,88850.9,19977.73,3.0,7.67,0,False,False,False,False
32.0,67054.91,19574.84,3.0,31.28,0,False,False,False,False
62.0,19349.61,735.35,6.0,9.64,0,False,False,True,False
20.0,77544.15,12503.49,3.0,1.2,1,True,False,False,False
78.0,40156.56,18321.0,6.0,6.41,1,False,False,False,False
72.0,44071.19,10415.39,5.0,9.8,1,False,False,False,True
53.0,57300.82,0.0,1.0,9.69,0,False,True,False,False
46.0,95451.82,12735.88,2.0,11.53,1,False,False,False,False
65.0,62583.09,21016.75,0.0,5.72,0,True,False,False,True
51.0,75419.83,27643.24,7.0,15.25,0,False,True,True,False
47.0,104959.36,0.0,3.0,9.1,1,False,False,False,False
37.0,101880.6,35906.57,3.0,3.84,1,False,False,False,True
45.0,67932.93,5982.91,2.0,7.11,1,False,False,False,False
64.0,65169.58,22655.77,5.0,9.69,0,True,False,False,False
21.0,44782.59,24873.58,5.0,17.09,0,False,False,False,True
19.0,56110.84,22864.14,2.0,14.91,0,False,False,True,False
62.0,78507.17,16196.95,1.0,9.97,1,True,False,False,False
41.0,77914.62,5708.66,4.0,12.12,1,True,False,True,False
67.0,72204.76,20012.47,4.0,13.29,0,True,False,False,False
19.0,89896.03,9278.13,8.0,24.23,1,True,False,False,False
74.0,54552.64,0.0,4.0,8.29,1,False,True,True,False
25.0,68878.47,37631.19,2.0,14.8,1,True,False,False,True
43.0,84624.86,20664.82,3.0,16.36,0,True,False,False,False
77.0,81682.92,29544.62,3.0,6.28,1,False,False,False,False
24.0,91418.92,7707.02,2.0,13.14,0,True,False,False,False
58.0,77940.41,26740.02,3.0,12.98,0,True,False,False,False
63.0,63811.95,27718.95,2.0,9.18,0,False,False,True,False
44.0,77243.85,27436.4,3.0,15.41,1,True,False,True,False
22.0,49948.1,14830.35,2.0,18.17,0,False,False,True,False
50.0,37210.81,5380.3,1.0,18.78,0,False,False,False,True
44.0,81613.44,13581.5,4.0,10.85,1,False,False,True,False
72.0,68897.19,0.0,2.0,13.14,0,True,False,True,False
60.0,76168.19,1383.9,4.0,26.1,1,True,False,True,False
39.0,36046.31,15735.51,4.0,5.38,0,False,False,True,False
21.0,62697.72,7068.81,2.0,13.33,1,False,False,True,False
54.0,58002.86,13684.43,5.0,17.34,0,False,False,False,True
35.0,52715.76,14128.0,1.0,12.9,0,False,False,False,False
60.0,24899.7,30445.82,1.0,15.94,0,False,False,True,False
71.0,63302.53,25381.01,6.0,13.04,1,True,False,False,False
40.0,87946.09,14641.02,4.0,16.52,1,False,False,False,False
74.0,77619.95,24671.2,1.0,19.7,1,True,False,False,True
50.0,57981.07,8762.29,3.0,10.67,0,True,False,False,False
50.0,69702.48,12304.82,1.0,13.19,0,False,False,True,False
65.0,85136.0,22281.79,5.0,11.67,0,True,False,False,False
66.0,15000.0,5066.72,0.0,9.58,0,False,False,True,False
74.0,67509.27,12768.15,3.0,11.88,1,False,False,False,False
79.0,80864.0,4433.23,0.0,5.21,0,True,False,True,False
27.0,83642.57,15939.78,3.0,16.47,0,False,False,False,True
43.0,104014.6,28060.13,4.0,22.21,1,True,False,True,False
75.0,92700.91,8983.22,3.0,22.23,1,False,True,True,False
37.0,76251.26,16807.04,3.0,19.66,0,True,False,True,False
18.0,76039.52,7821.42,3.0,6.22,1,False,False,False,False
53.0,85738.91,5803.61,2.0,21.12,0,False,False,True,False
64.0,59213.46,5113.2,2.0,7.71,1,False,False,False,False
64.0,69196.24,26638.02,2.0,11.68,0,False,False,False,False
68.0,88124.78,33899.48,3.0,23.08,1,True,False,True,False
57.0,109148.9,18864.35,1.0,5.57,1,False,False,False,True
26.0,66814.65,9269.66,2.0,17.05,1,False,False,True,False
70.0,69031.99,20639.13,1.0,13.69,0,True,False,True,False
43.0,73969.6,12325.41,4.0,11.09,0,True,False,False,False
70.0,96864.07,21411.19,0.0,6.74,1,False,False,False,True
68.0,69393.73,17327.95,4.0,14.54,0,False,False,False,False
78.0,99387.18,17237.63,6.0,9.22,0,True,False,True,False
18.0,50666.86,19858.21,4.0,18.27,0,False,False,True,False
71.0,66279.27,10364.05,3.0,19.35,1,True,False,True,False
56.0,66036.7,11765.06,4.0,3.72,0,False,False,False,False
48.0,85730.11,1230.04,3.0,8.97,1,False,False,False,False
67.0,90905.21,11465.04,3.0,10.09,1,True,False,False,False
77.0,39811.11,3621.34,3.0,4.91,0,True,False,False,False
49.0,51697.65,13842.55,1.0,5.29,1,True,False,True,False
23.0,76737.05,7338.95,3.0,12.53,0,False,False,False,False
63.0,56826.13,15809.88,5.0,10.75,1,True,False,False,False
32.0,39551.44,18625.91,6.0,2.09,1,True,False,True,False
32.0,90769.6,3639.02,2.0,8.77,1,False,True,False,False
29.0,79879.4,8493.77,4.0,15.11,1,True,False,True,False
30.0,79863.55,7453.5,4.0,4.76,0,False,False,False,False
74.0,60491.09,20971.95,4.0,6.46,0,False,False,False,False
40.0,90578.77,28650.9,5.0,21.53,1,False,False,True,False
24.0,65200.8,21812.29,2.0,19.9,1,True,False,False,True
29.0,91928.71,12204.65,4.0,2.27,0,True,False,False,False
42.0,51766.7,26720.05,4.0,3.89,1,True,False,False,False
39.0,52917.29,2887.14,4.0,14.26,0,False,False,False,False
37.0,74093.26,26994.86,2.0,4.85,0,True,False,True,False
76.0,55953.36,9750.29,2.0,10.48,0,True,False,False,True
71.0,83509.02,0.0,1.0,9.29,0,True,False,False,False
53.0,75201.75,36206.44,6.0,15.36,0,True,False,False,False
79.0,51540.58,27624.18,2.0,0.5,1,False,False,False,False
39.0,71457.31,6744.93,2.0,0.5,0,True,False,False,False
26.0,62974.45,16352.07,2.0,4.64,0,True,False,True,False
34.0,88316.66,13284.0,2.0,18.08,1,True,False,True,False
23.0,57348.94,15817.77,4.0,11.07,0,True,False,True,False
77.0,61216.54,3133.71,2.0,1.75,0,True,False,False,False
31.0,94224.74,9548.05,3.0,14.96,0,True,False,False,False
45.0,114771.87,18743.69,3.0,16.25,1,False,False,False,True
30.0,109980.17,16781.57,0.0,10.52,0,True,False,False,False
78.0,71264.46,24593.91,3.0,10.02,0,False,False,False,False
27.0,74377.09,15638.0,2.0,14.63,0,True,False,False,False
49.0,100669.17,33793.77,2.0,19.26,1,True,False,False,True
76.0,67511.3,9274.15,5.0,12.91,1,True,False,True,False
50.0,50473.02,17074.66,2.0,15.2,1,False,False,True,False
73.0,72337.51,0.0,3.0,11.71,1,True,False,True,False
73.0,79030.34,4974.93,2.0,9.71,1,True,False,False,True
65.0,53417.01,25628.21,4.0,6.5,0,False,False,True,False
64.0,37075.38,7457.58,4.0,13.54,0,True,False,False,False
53.0,41265.41,19245.4,3.0,10.2,0,True,False,False,False
54.0,83308.59,14505.83,1.0,10.54,1,True,False,False,False
69.0,54832.47,6643.61,3.0,17.58,0,False,False,False,False
44.0,67173.06,12214.01,1.0,14.93,1,True,False,False,True
76.0,74251.17,10886.13,2.0,17.22,0,False,False,True,False
72.0,82382.82,11101.07,2.0,2.55,1,True,False,False,False
41.0,63301.94,21028.87,5.0,15.35,1,False,False,True,False
43.0,79974.31,20218.76,6.0,8.46,1,False,False,False,False
62.0,52198.79,10380.59,3.0,7.15,1,False,False,True,False
75.0,62765.72,7743.18,5.0,6.89,0,False,False,False,True
23.0,49511.69,17258.7,1.0,19.27,1,True,False,False,False
22.0,92635.34,14199.88,5.0,16.97,0,True,False,True,False
33.0,69458.34,23226.26,5.0,7.7,0,False,True,True,False
44.0,55213.85,36242.35,2.0,5.17,0,True,False,False,True
28.0,62952.56,21743.4,1.0,12.08,0,False,False,False,False
50.0,65565.43,14722.16,1.0,9.24,0,False,False,True,False
51.0,84010.4,13623.65,7.0,21.96,1,False,True,False,False
76.0,38087.28,8146.45,2.0,3.23,0,True,False,True,False
64.0,49255.88,7746.62,5.0,1.02,0,True,False,False,True
33.0,62437.85,6972.68,2.0,10.47,1,False,False,True,False
66.0,120646.12,11837.32,0.0,12.06,1,False,False,False,False
67.0,89113.58,11582.85,3.0,12.8,0,False,False,False,True
60.0,67770.97,20949.85,2.0,16.52,1,False,False,True,False
59.0,84239.99,11808.01,5.0,24.44,0,False,False,True,False
37.0,111148.72,13420.4,4.0,9.95,0,False,False,False,True
62.0,65325.12,5253.81,1.0,8.73,0,False,False,True,False
26.0,62671.73,28156.61,0.0,1.44,0,True,False,False,False
57.0,94238.87,19055.89,3.0,13.46,1,False,False,False,False
75.0,79883.51,29310.99,4.0,17.12,0,True,False,True,False
78.0,83426.66,21375.09,3.0,10.44,1,False,False,False,False
36.0,59835.55,26917.09,0.0,19.08,0,True,False,False,False
38.0,108484.06,13012.1,4.0,12.18,1,False,False,False,False
56.0,104191.82,20737.29,3.0,21.09,1,False,False,False,False
42.0,81318.96,36644.05,3.0,14.0,1,True,False,False,False
63.0,83685.8,5211.72,5.0,5.66,1,False,False,False,False
30.0,29454.78,24410.15,2.0,8.18,0,False,False,True,False
28.0,82754.2,28583.55,3.0,2.8,1,True,False,False,False
21.0,66117.83,18369.02,1.0,1.58,0,False,False,False,False
47.0,78678.11,21121.7,1.0,13.6,0,False,False,True,False
31.0,83649.19,25237.08,2.0,17.22,0,True,False,True,False
36.0,63174.16,9637.64,3.0,23.73,0,False,False,False,True
74.0,36190.36,18339.29,4.0,11.67,0,True,False,False,False
68.0,77357.49,7895.96,5.0,10.58,1,True,False,True,False
70.0,55172.33,9470.02,3.0,5.35,0,False,False,False,False
54.0,63396.12,9947.5,6.0,17.92,1,True,False,False,False
24.0,57909.8,13829.85,2.0,14.34,0,False,False,False,False
64.0,63168.51,16198.21,3.0,8.43,0,True,False,True,False
55.0,23809.58,18704.27,6.0,16.13,0,False,False,True,False
50.0,94338.94,3392.73,2.0,15.37,0,True,False,False,True
47.0,75066.92,31214.2,7.0,0.78,0,False,False,True,False
28.0,92227.99,24468.23,9.0,16.46,1,False,False,False,False
54.0,109596.84,20948.5,3.0,12.82,1,True,False,True,False
46.0,70451.86,12067.76,0.0,9.65,0,False,False,False,False
58.0,33951.27,14269.55,5.0,9.5,0,False,False,True,False
41.0,52122.26,19489.33,1.0,22.49,0,True,False,True,False
37.0,45861.91,18371.52,3.0,21.22,0,False,False,False,False
25.0,59962.51,1231.5,4.0,22.96,1,False,False,True,False
77.0,71592.96,21074.23,3.0,5.11,1,True,False,False,False
64.0,29956.25,38905.98,4.0,8.07,0,True,False,False,False
46.0,76849.51,0.0,2.0,17.43,0,True,False,False,False
32.0,39792.87,23157.42,2.0,4.75,1,False,False,True,False
56.0,75947.31,18028.02,2.0,7.68,1,False,False,True,False
43.0,67810.18,14084.68,7.0,1.17,0,True,False,False,False
57.0,63727.38,26256.13,6.0,23.12,0,False,False,True,False
23.0,68539.14,5291.23,5.0,18.38,1,True,False,False,True
29.0,59204.44,16336.76,0.0,14.75,0,False,False,False,True
63.0,57750.57,27015.64,4.0,13.32,0,False,False,True,False
21.0,36344.87,13383.21,5.0,9.5,1,True,False,False,False
60.0,69407.45,11565.9,2.0,9.61,0,False,False,False,False
43.0,106910.67,15943.82,4.0,15.69,1,False,False,False,True
18.0,109609.9,11345.96,2.0,7.73,1,False,True,False,True
65.0,96436.35,27713.35,5.0,19.36,1,True,False,False,True
61.0,84116.03,7545.22,2.0,9.04,0,True,False,False,False
68.0,56470.4,22175.45,3.0,6.76,0,False,False,False,False
73.0,98855.02,4706.53,3.0,19.79,1,True,False,False,False
63.0,68877.45,20500.58,2.0,11.14,1,False,False,True,False
70.0,68622.49,14137.6,2.0,15.33,0,True,False,False,True
25.0,64175.46,0.0,2.0,9.51,1,True,False,True,False
74.0,71839.24,14950.85,2.0,0.5,1,False,True,False,False
74.0,61295.7,6225.73,6.0,15.28,0,True,False,True,False
61.0,68324.36,11345.75,4.0,3.92,1,True,False,False,False
67.0,48308.02,27652.41,2.0,18.49,0,True,False,True,False
63.0,62526.73,5811.35,2.0,2.7,0,False,False,False,False
72.0,115611.13,6280.4,2.0,0.81,0,False,False,False,False
73.0,68608.12,26847.06,2.0,13.85,1,True,False,False,False
50.0,65226.79,15953.58,4.0,14.55,1,False,False,False,False
68.0,80647.49,27677.85,2.0,12.64,1,True,False,False,False
74.0,84162.44,17660.86,0.0,4.72,1,False,False,False,True
36.0,47724.62,7743.48,3.0,17.33,0,True,False,True,False
20.0,65856.82,14454.66,2.0,3.21,0,False,False,False,False
28.0,88365.52,25113.03,0.0,9.21,1,False,False,False,True
19.0,75396.75,22740.04,3.0,7.27,0,True,False,False,False
44.0,72439.08,15007.29,3.0,9.73,1,False,False,False,False
19.0,101080.35,15401.15,3.0,17.12,1,False,False,False,True
34.0,56444.54,14074.4,2.0,8.2,1,False,False,False,True
33.0,71654.92,10242.66,4.0,15.39,0,True,False,True,False
61.0,59598.83,30887.04,3.0,16.16,1,False,False,False,False
33.0,99806.16,15059.15,2.0,1.73,1,False,False,True,False
76.0,30962.79,5696.73,1.0,5.0,0,False,False,False,False
29.0,56597.17,11076.66,9.0,9.7,1,False,False,False,False
78.0,59416.86,20974.56,3.0,8.45,0,True,False,False,True
53.0,83270.79,20276.48,3.0,13.85,0,True,False,False,False
33.0,82125.51,13872.01,1.0,0.5,1,False,False,False,False
20.0,97903.89,9501.94,2.0,16.32,1,False,False,False,False
36.0,38519.34,15196.66,2.0,16.47,0,False,False,True,False
54.0,85009.5,1234.5,1.0,10.99,1,False,False,True,False
24.0,64134.4,4292.45,3.0,3.7,0,True,False,False,False
28.0,56687.5,21571.2,6.0,12.03,0,True,False,False,False
25.0,80791.37,11057.85,4.0,8.78,0,True,False,False,True
60.0,51597.21,18083.87,3.0,15.4,0,False,False,False,False
23.0,28461.73,25020.74,4.0,11.49,0,False,False,False,False
19.0,62595.63,20343.3,3.0,16.37,0,False,False,True,False
46.0,40044.58,15169.52,7.0,9.4,0,False,False,False,False
37.0,57021.68,32503.85,4.0,20.66,0,True,False,True,False
53.0,77431.1,20491.99,3.0,0.5,1,True,False,False,False
76.0,76239.99,12084.32,2.0,5.9,1,True,False,False,False
71.0,101737.99,21021.57,4.0,14.94,0,True,False,True,False
51.0,66006.91,18354.77,3.0,2.93,1,True,False,True,False
57.0,39333.37,7960.11,1.0,16.42,0,True,False,False,False
68.0,54878.06,15600.12,2.0,4.7,0,True,False,False,False
45.0,51612.32,13643.01,3.0,12.56,0,False,False,False,True
58.0,45643.5,0.0,3.0,6.51,0,False,False,False,False
31.0,78707.34,13581.99,4.0,9.35,0,False,False,False,False
55.0,57095.35,12671.56,2.0,13.05,0,False,True,False,False
32.0,30452.54,11394.89,3.0,11.37,0,True,False,False,False
29.0,83938.46,1471.23,5.0,9.71,1,False,False,False,False
65.0,67771.47,12082.8,7.0,24.92,1,False,False,False,True
53.0,77136.75,14673.58,2.0,12.05,1,False,False,False,False
41.0,72114.43,15838.36,3.0,6.18,1,False,True,False,True
20.0,82633.09,5661.12,2.0,17.57,1,False,False,True,False
32.0,70760.37,20201.81,4.0,16.92,1,True,False,False,False
67.0,94724.05,5002.63,2.0,19.34,1,True,False,False,False
47.0,78499.66,13159.67,4.0,22.72,1,True,False,True,False
77.0,77841.35,25733.27,1.0,6.36,1,False,False,True,False
73.0,78197.34,9305.94,1.0,18.36,1,False,False,False,False
70.0,40867.25,10799.99,2.0,18.84,0,False,False,False,False
18.0,66707.28,23826.82,3.0,12.0,1,True,False,False,True
21.0,64813.67,11842.29,0.0,13.47,1,True,False,True,False
53.0,74150.93,12557.95,3.0,0.5,1,False,False,True,False
38.0,42826.12,16818.87,1.0,8.56,0,False,False,False,True
70.0,102682.3,23627.35,4.0,22.73,1,True,False,False,False
37.0,72087.77,0.0,3.0,1.28,1,True,False,False,False
27.0,45773.65,8190.63,2.0,8.79,0,True,False,False,True
24.0,35822.26,6720.69,4.0,13.73,0,False,False,False,False
36.0,64374.25,6084.69,2.0,15.45,0,False,False,False,False
56.0,68206.49,7977.73,5.0,21.79,1,True,False,False,True
25.0,55634.16,8107.61,1.0,1.42,1,False,False,False,True
67.0,71842.28,17473.73,2.0,12.26,0,True,False,False,True
36.0,57176.48,7702.98,5.0,17.16,1,True,False,True,False
37.0,81033.17,16004.67,3.0,4.12,0,True,False,False,False
59.0,55509.16,18291.36,8.0,11.76,1,False,False,True,False
71.0,69230.0,9015.57,7.0,23.31,0,False,False,False,False
